track_id,track_name,track_artist,tempo,danceability,energy,loudness,valence,acousticness,instrumentalness,liveness,speechiness
track_521,Song 521,Artist 21,113.324719928343,0.9344360268055144,0.1344351294081218,-10.617855779048426,0.5771170823879065,0.5773534012196677,0.2117981498815027,0.5058092225923297,0.4243890180725104
track_737,Song 737,Artist 37,174.3239215260208,0.194622511820765,0.5444823328002629,-4.976457260919145,0.3488319074586301,0.2661013685373086,0.0038302905003225,0.208651913158431,0.0799824827967548
track_740,Song 740,Artist 40,124.7751699937449,0.8275378955668743,0.3656807482613713,-1.9128045001228555,0.7187181132622024,0.8909738846907038,0.171085966857162,0.603755143837613,0.5993635517382656
track_660,Song 660,Artist 10,109.85354162569848,0.6005943333606173,0.4722818041629817,-9.802919808990849,0.5111136384895005,0.1841013233609569,0.5722838145420012,0.0383615547879746,0.433723702831421
track_411,Song 411,Artist 11,193.0086753871127,0.1119196193977278,0.1405529675783607,-17.39838660342106,0.0041874436279578,0.2734745153749798,0.3522309750707453,0.4466887217446649,0.9806482195640496
track_678,Song 678,Artist 28,195.72586065855165,0.1735245149865086,0.1115122123212764,-3.971084475540927,0.6791625683195628,0.7122202051771587,0.5552958253281813,0.0735633542157656,0.5337254136714444
track_626,Song 626,Artist 26,124.7548602586407,0.2009336886590564,0.0892895245255729,-19.98693218477401,0.3316168491078339,0.4380440759053837,0.8078314518266223,0.889687412571665,0.2770254488696243
track_513,Song 513,Artist 13,181.24894453005717,0.0182325826763616,0.5104324890042322,-3.6605218545632656,0.6256819122613526,0.7076205857405353,0.7990821457719545,0.1128581447127622,0.6880305189519813
track_859,Song 859,Artist 9,69.19920951996933,0.7284906771616132,0.1752217721058273,-3.3271197904965533,0.8874689402128824,0.5866017374045605,0.6338894618324419,0.1966885582312131,0.6220294792520092
track_136,Song 136,Artist 36,132.6306870440713,0.8512069140487687,0.0794065846430295,-5.14237012664122,0.7287780544506475,0.6032130620995043,0.4104987136973793,0.866855213027066,0.3962473468164059
track_811,Song 811,Artist 11,177.44573210243078,0.7643726622217359,0.6406151835488874,-10.841420111319442,0.8539428821418529,0.9861767972836948,0.0520724062212697,0.0565156907967573,0.4019519246152195
track_76,Song 76,Artist 26,167.9778485360324,0.3843266471596817,0.2387962113815392,-1.0653254215320884,0.4290623693026659,0.6141862443190114,0.3231452172794172,0.5739751750317419,0.6095285097540636
track_636,Song 636,Artist 36,134.56641730370325,0.3993159158093081,0.9660475051286772,-1.5852069931472923,0.3288226178486093,0.5877984493716848,0.906866577339836,0.3266219057480087,0.8003641884553453
